iter	Passed	Remaining
1665	173952	348114
1666	174091	348079
1667	174247	348076
1668	174380	348030
1669	174508	347972
1670	174668	347977
1671	174800	347929
1672	174945	347904
1673	175083	347865
1674	175191	347768
1675	175305	347681
1676	175408	347574
1677	175526	347496
1678	175638	347406
1679	175773	347362
1680	175875	347252
1681	175978	347144
1682	176101	347076
1683	176234	347027
1684	176363	346969
1685	176449	346829
1686	176568	346753
1687	176701	346703
1688	176825	346635
1689	176941	346554
1690	177040	346438
1691	177227	346495
1692	177374	346472
1693	177494	346396
1694	177685	346461
1695	177850	346472
1696	177978	346413
1697	178119	346378
1698	178355	346528
1699	178471	346444
1700	178597	346380
1701	179141	347126
1702	179319	347162
1703	179460	347124
1704	179572	347032
1705	179685	346942
1706	179813	346881
1707	179960	346855
1708	180083	346785
1709	180283	346860
1710	180416	346808
1711	180565	346787
1712	180722	346780
1713	180851	346719
1714	180965	346631
1715	181101	346583
1716	181269	346597
1717	181396	346532
1718	181521	346464
1719	181643	346389
1720	181799	346379
1721	181954	346368
1722	182096	346332
1723	182266	346347
1724	182480	346448
1725	182631	346427
1726	182827	346492
1727	182956	346431
1728	183166	346521
1729	183314	346496
1730	183484	346511
1731	183652	346522
1732	183760	346419
1733	183880	346340
1734	183988	346238
1735	184120	346180
1736	184267	346150
1737	184429	346150
1738	184585	346138
1739	184724	346092
1740	184835	345996
1741	184963	345930
1742	185101	345884
1743	185246	345850
1744	185386	345806
1745	185549	345805
1746	185671	345728
1747	185806	345676
1748	185942	345625
1749	186075	345568
1750	186235	345562
1751	186377	345521
1752	186551	345540
1753	186687	345488
1754	186807	345407
1755	186930	345332
1756	187054	345257
1757	187211	345243
1758	187345	345188
1759	187503	345176
1760	187627	345102
1761	187757	345039
1762	187860	344926
1763	187991	344864
1764	188112	344783
1765	188260	344754
1766	188382	344675
1767	188553	344686
1768	188701	344654
1769	188816	344563
1770	188941	344489
1771	189058	344401
1772	189321	344580
1773	189439	344493
1774	189606	344497
1775	189771	344495
1776	189933	344488
1777	190097	344485
1778	190271	344498
1779	190450	344522
1780	190636	344557
1781	190772	344503
1782	190923	344475
1783	191087	344471
1784	191215	344403
1785	191349	344343
1786	191492	344300
1787	191614	344219
1788	191757	344176
1789	191915	344161
1790	192040	344086
1791	192196	344065
1792	192312	343974
1793	192474	343965
1794	192603	343896
1795	192753	343864
1796	192870	343776
1797	193012	343729
1798	193147	343671
1799	193282	343613
1800	193399	343523
1801	193538	343471
1802	193656	343382
1803	193831	343396
1804	193956	343319
1805	194081	343243
1806	194217	343186
1807	194331	343089
1808	194455	343010
1809	194608	342984
1810	194729	342899
1811	194900	342903
1812	195030	342836
1813	195170	342786
1814	195283	342687
1815	195396	342588
1816	195522	342514
1817	195649	342441
1818	195759	342337
1819	195910	342305
1820	196032	342223
1821	196160	342150
1822	196271	342049
1823	196412	341998
1824	196541	341927
1825	196655	341832
1826	196772	341740
1827	196926	341711
1828	197075	341675
1829	197238	341664
1830	197363	341587
1831	197492	341514
1832	197619	341440
1833	197724	341327
1834	197853	341257
1835	198027	341263
1836	198173	341221
1837	198299	341143
1838	198428	341071
1839	198535	340963
1840	198659	340883
1841	198776	340791
1842	198918	340741
1843	199030	340640
1844	199170	340586
1845	199295	340508
1846	199416	340422
1847	199526	340318
1848	199614	340176
1849	199719	340063
1850	199837	339971
1851	199976	339917
1852	200094	339825
1853	200197	339709
1854	200291	339577
1855	200413	339494
1856	200522	339386
1857	200640	339295
1858	200766	339217
1859	200880	339120
1860	201040	339101
1861	201194	339070
1862	201306	338969
1863	201433	338892
1864	201554	338806
1865	201657	338689
1866	201766	338582
1867	201886	338494
1868	202033	338452
1869	202159	338374
1870	202269	338269
1871	202391	338184
1872	202499	338075
1873	202619	337987
1874	202722	337871
1875	202839	337777
1876	202948	337670
1877	203083	337607
1878	203228	337560
1879	203338	337456
1880	203451	337355
1881	203547	337226
1882	203660	337126
1883	203775	337029
1884	203868	336896
1885	203982	336798
1886	204139	336771
1887	204248	336663
1888	204365	336570
1889	204474	336463
1890	204576	336345
1891	204694	336252
1892	204811	336159
1893	204931	336070
1894	205104	336068
1895	205255	336030
1896	205382	335952
1897	205509	335875
1898	205628	335784
1899	205767	335726
1900	205914	335681
1901	206036	335594
1902	206232	335629
1903	206362	335555
1904	206496	335489
1905	206635	335430
1906	206734	335307
1907	206852	335213
1908	206961	335106
1909	207089	335029
1910	207213	334946
1911	207350	334883
1912	207478	334807
1913	207615	334745
1914	207723	334635
1915	207833	334529
1916	207959	334448
1917	208137	334451
1918	208268	334379
1919	208366	334254
1920	208474	334145
1921	208598	334060
1922	208737	334001
1923	208856	333909
1924	208973	333814
1925	209081	333705
1926	209213	333633
1927	209340	333555
1928	209440	333433
1929	209567	333354
1930	209670	333235
1931	209785	333137
1932	209939	333101
1933	210048	332993
1934	210168	332902
1935	210300	332831
1936	210412	332727
1937	210542	332653
1938	210679	332588
1939	210794	332490
1940	210892	332364
1941	211005	332263
1942	211134	332187
1943	211240	332073
1944	211431	332094
1945	211553	332006
1946	211654	331885
1947	211775	331795
1948	211906	331722
1949	212003	331595
1950	212119	331497
1951	212223	331382
1952	212332	331273
1953	212489	331240
1954	212616	331160
1955	212743	331080
1956	212857	330979
1957	212972	330879
1958	213099	330798
1959	213211	330695
1960	213326	330596
1961	213456	330520
1962	213563	330408
1963	213656	330276
1964	213773	330178
1965	213897	330093
1966	214022	330009
1967	214141	329917
1968	214245	329801
1969	214343	329674
1970	214805	330109
1971	214895	329970
1972	214983	329830
1973	215072	329690
1974	215166	329558
1975	215264	329433
1976	215380	329335
1977	215502	329245
1978	215607	329130
1979	215747	329069
1980	215889	329011
1981	216002	328907
1982	216121	328814
1983	216241	328722
1984	216356	328621
1985	216468	328518
1986	216591	328429
1987	216701	328322
1988	216804	328203
1989	216937	328131
1990	217039	328011
1991	217156	327914
1992	217278	327826
1993	217394	327726
1994	217499	327611
1995	217619	327519
1996	217728	327410
1997	217843	327310
1998	217977	327239
1999	218107	327161
2000	218256	327112
2001	218392	327042
2002	218521	326964
2003	218642	326872
2004	218751	326763
2005	218879	326682
2006	219135	326792
2007	219352	326844
2008	219516	326816
2009	219886	327095
2010	220202	327292
2011	220386	327293
2012	220598	327335
2013	220744	327280
2014	220893	327228
2015	221027	327155
2016	221184	327116
2017	221353	327093
2018	221541	327099
2019	221688	327045
2020	221824	326974
2021	221978	326929
2022	222171	326942
2023	222310	326875
2024	222439	326793
2025	222587	326740
2026	222762	326725
2027	222917	326681
2028	223057	326615
2029	223202	326557
2030	223329	326472
2031	223474	326413
2032	223600	326326
2033	223764	326296
2034	223872	326183
2035	223987	326080
2036	224105	325981
2037	224292	325984
2038	224431	325915
2039	224573	325852
2040	224699	325765
2041	224842	325702
2042	224980	325632
2043	225101	325538
2044	225257	325494
2045	225361	325376
2046	225495	325299
2047	225612	325199
2048	225744	325120
2049	225879	325045
2050	225986	324931
2051	226112	324843
2052	226243	324763
2053	226404	324725
2054	226531	324639
2055	226631	324515
2056	226774	324452
2057	226901	324365
2058	227012	324256
2059	227138	324168
2060	227279	324102
2061	227429	324048
2062	227551	323954
2063	227694	323891
2064	227823	323807
2065	227944	323711
2066	228066	323618
2067	228203	323546
2068	228330	323459
2069	228465	323383
2070	228645	323372
2071	228778	323292
2072	229019	323366
2073	229139	323270
2074	229245	323153
2075	229345	323027
2076	229522	323011
2077	229642	322914
2078	229764	322819
2079	229879	322715
2080	230007	322629
2081	230129	322535
2082	230263	322457
2083	230407	322392
2084	230570	322357
2085	230730	322314
2086	230848	322214
2087	231002	322164
2088	231141	322093
2089	231256	321988
2090	231401	321926
2091	231592	321926
2092	231727	321849
2093	231852	321759
2094	231993	321690
2095	232107	321584
2096	232217	321471
2097	232376	321428
2098	232523	321368
2099	232664	321298
2100	232798	321219
2101	232926	321132
2102	233073	321071
2103	233230	321024
2104	233353	320930
2105	233495	320862
2106	233665	320831
2107	233799	320753
2108	233904	320634
2109	234036	320551
2110	234171	320474
2111	234307	320397
2112	234448	320327
2113	234580	320245
2114	234709	320159
2115	234835	320069
2116	234969	319989
2117	235152	319976
2118	235286	319896
2119	235416	319810
2120	235554	319736
2121	235700	319673
2122	235806	319555
2123	235927	319457
2124	236054	319367
2125	236182	319279
2126	236311	319192
2127	236476	319154
2128	236612	319077
2129	236759	319013
2130	236887	318925
2131	237016	318838
2132	237126	318725
2133	237261	318645
2134	237424	318605
2135	237577	318549
2136	237757	318530
2137	238018	318620
2138	238165	318555
2139	238382	318585
2140	238519	318509
2141	238654	318428
2142	238806	318371
2143	238960	318316
2144	239097	318239
2145	239236	318164
2146	239437	318172
2147	239571	318090
2148	239737	318050
2149	239900	318006
2150	240048	317943
2151	240166	317841
2152	240292	317749
2153	240428	317669
2154	240544	317562
2155	240669	317469
2156	240795	317376
2157	240962	317337
2158	241088	317244
2159	241194	317126
2160	241295	317000
2161	241412	316896
2162	241520	316778
2163	241651	316693
2164	241788	316613
2165	241917	316525
2166	242095	316500
2167	242221	316407
2168	242356	316326
2169	242491	316244
2170	242623	316159
2171	242758	316078
2172	242869	315964
2173	243356	316340
2174	243480	316245
2175	243560	316091
2176	243655	315957
2177	243750	315823
2178	243887	315743
2179	244002	315636
2180	244124	315537
2181	244313	315525
2182	244481	315484
2183	244625	315414
2184	244769	315344
2185	244908	315266
2186	245053	315196
2187	245162	315081
2188	245281	314978
2189	245438	314923
2190	245586	314857
2191	245705	314754
2192	245830	314658
2193	245960	314569
2194	246072	314456
2195	246233	314407
2196	246388	314349
2197	246591	314353
2198	246738	314286
2199	246887	314220
2200	247030	314147
2201	247154	314050
2202	247290	313967
2203	247436	313898
2204	247661	313928
2205	247797	313846
2206	247927	313756
2207	248040	313645
2208	248167	313552
2209	248280	313439
2210	248413	313353
2211	248570	313298
2212	248722	313235
2213	248842	313132
2214	248978	313049
2215	249141	313001
2216	249280	312921
2217	249417	312839
2218	249562	312768
2219	249706	312695
2220	249822	312586
2221	249952	312497
2222	250077	312400
2223	250193	312291
2224	250294	312165
2225	250408	312054
2226	250544	311971
2227	250680	311887
2228	250811	311798
2229	250951	311719
2230	251091	311641
2231	251220	311548
2232	251338	311444
2233	251458	311340
2234	251594	311257
2235	251721	311161
2236	251830	311045
2237	251959	310952
2238	252080	310850
2239	252210	310759
2240	252324	310648
2241	252452	310554
2242	252575	310454
2243	252692	310347
2244	252826	310261
2245	252966	310182
2246	253115	310114
2247	253270	310052
2248	253417	309982
2249	253627	309988
2250	253740	309876
2251	253967	309903
2252	254099	309814
2253	254286	309791
2254	254421	309705
2255	254561	309625
2256	254693	309536
2257	254850	309477
2258	254991	309398
2259	255135	309323
2260	255275	309243
2261	255417	309165
2262	255557	309085
2263	255703	309012
2264	255823	308908
2265	256055	308938
2266	256180	308840
2267	256317	308756
2268	256453	308671
2269	256579	308573
2270	256702	308472
2271	256829	308376
2272	256982	308311
2273	257110	308216
2274	257237	308119
2275	257359	308016
2276	257468	307899
2277	257609	307819
2278	257722	307705
2279	257852	307612
2280	257975	307512
2281	258147	307469
2282	258275	307374
2283	258423	307302
2284	258564	307221
2285	258712	307150
2286	258813	307023
2287	258936	306920
2288	259098	306866
2289	259229	306773
2290	259339	306657
2291	259463	306555
2292	259573	306439
2293	259692	306333
2294	259827	306245
2295	259971	306168
2296	260117	306093
2297	260239	305990
2298	260370	305898
2299	260483	305785
2300	260627	305707
2301	260751	305607
2302	260896	305531
2303	261004	305411
2304	261106	305285
2305	261255	305213
2306	261374	305107
2307	261500	305008
2308	261615	304897
2309	261733	304788
2310	261868	304700
2311	262001	304610
2312	262172	304564
2313	262317	304488
2314	262444	304389
2315	262584	304308
2316	262719	304219
2317	262837	304111
2318	262958	304006
2319	263087	303911
2320	263245	303849
2321	263391	303773
2322	263515	303671
2323	263631	303562
2324	263747	303451
2325	263875	303354
2326	263998	303252
2327	264135	303166
2328	264343	303161
2329	264469	303061
2330	264589	302955
2331	264709	302849
2332	264831	302746
2333	264954	302642
2334	265073	302535
2335	265205	302443
2336	265352	302367
2337	265466	302255
2338	265585	302147
2339	265706	302042
2340	265836	301947
2341	265951	301835
2342	266075	301733
2343	266190	301622
2344	266357	301568
2345	266480	301465
2346	266599	301358
2347	266723	301256
2348	266856	301165
2349	266973	301055
2350	267100	300956
2351	267201	300828
2352	267313	300713
2353	267442	300616
2354	267575	300525
2355	267699	300423
2356	267818	300315
2357	267933	300203
2358	268062	300106
2359	268182	300001
2360	268302	299894
2361	268801	300210
2362	268925	300108
2363	269046	300003
2364	269156	299885
2365	269270	299770
2366	269393	299667
2367	269544	299595
2368	269711	299540
2369	269938	299552
2370	270072	299460
2371	270222	299386
2372	270370	299310
2373	270540	299258
2374	270701	299196
2375	270865	299137
2376	271028	299077
2377	271158	298980
2378	271274	298869
2379	271423	298794
2380	271575	298721
2381	271682	298600
2382	271799	298488
2383	271966	298432
2384	272078	298316
2385	272189	298199
2386	272335	298119
2387	272498	298059
2388	272648	297984
2389	272783	297893
2390	272913	297795
2391	273055	297712
2392	273227	297661
2393	273378	297587
2394	273496	297477
2395	273624	297378
2396	273738	297263
2397	273868	297166
2398	274042	297117
2399	274158	297005
2400	274280	296899
2401	274402	296793
2402	274570	296736
2403	274700	296639
2404	274833	296546
2405	274956	296440
2406	275133	296394
2407	275253	296286
2408	275391	296197
2409	275521	296099
2410	275635	295984
2411	275750	295871
2412	275884	295778
2413	276033	295701
2414	276167	295607
2415	276290	295502
2416	276417	295401
2417	276548	295305
2418	276659	295187
2419	276775	295074
2420	276896	294966
2421	277028	294871
2422	277146	294761
2423	277284	294672
2424	277422	294582
2425	277546	294478
2426	277661	294364
2427	277792	294268
2428	277908	294154
2429	278030	294048
2430	278167	293958
2431	278344	293909
2432	278456	293793
2433	278563	293670
2434	278703	293582
2435	278804	293454
2436	278919	293340
2437	279054	293247
2438	279176	293141
2439	279319	293056
2440	279433	292941
2441	279526	292804
2442	279658	292708
2443	279783	292604
2444	279918	292512
2445	280051	292417
2446	280165	292301
2447	280307	292216
2448	280447	292127
2449	280586	292038
2450	280712	291936
2451	280825	291819
2452	280948	291714
2453	281085	291623
2454	281208	291517
2455	281361	291442
2456	281472	291324
2457	281646	291271
2458	281766	291162
2459	281895	291063
2460	282018	290956
2461	282144	290854
2462	282276	290757
2463	282412	290664
2464	282498	290520
2465	282618	290411
2466	282734	290298
2467	282846	290181
2468	282985	290091
2469	283111	289988
2470	283223	289871
2471	283354	289774
2472	283501	289692
2473	283638	289599
2474	283747	289480
2475	283881	289384
2476	284002	289276
2477	284127	289172
2478	284253	289069
2479	284367	288953
2480	284513	288871
2481	284658	288787
2482	284767	288666
2483	284892	288562
2484	285058	288500
2485	285181	288393
2486	285336	288319
2487	285482	288236
2488	285674	288199
2489	285818	288113
2490	285997	288064
2491	286184	288022
2492	286329	287937
2493	286492	287871
2494	286688	287837
2495	286822	287741
2496	286960	287649
2497	287107	287567
2498	287245	287475
2499	287374	287374
2500	287506	287276
2501	287661	287201
2502	287784	287094
2503	287922	287002
2504	288048	286898
2505	288185	286805
2506	288291	286681
2507	288414	286574
2508	288529	286459
2509	288682	286382
2510	288813	286283
2511	288999	286238
2512	289125	286134
2513	289515	286290
2514	289667	286212
2515	289821	286135
2516	289937	286020
2517	290062	285915
2518	290208	285830
2519	290331	285723
2520	290476	285637
2521	290601	285531
2522	290724	285423
2523	290877	285345
2524	291013	285250
2525	291155	285161
2526	291301	285076
2527	291414	284958
2528	291558	284872
2529	291700	284782
2530	292186	285029
2531	292277	284890
2532	292368	284750
2533	292477	284628
2534	292602	284522
2535	292727	284416
2536	292852	284310
2537	292977	284204
2538	293112	284107
2539	293338	284099
2540	293464	283994
2541	293611	283909
2542	293764	283829
2543	293887	283722
2544	294041	283642
2545	294162	283533
2546	294299	283437
2547	294412	283320
2548	294554	283230
2549	294698	283141
2550	294821	283033
2551	294945	282926
2552	295074	282823
2553	295208	282724
2554	295368	282652
2555	295518	282569
2556	295643	282462
2557	295784	282371
2558	295917	282272
2559	296046	282169
2560	296154	282046
2561	296278	281938
2562	296422	281849
2563	296529	281726
2564	296669	281633
2565	296812	281543
2566	296933	281433
2567	297080	281347
2568	297204	281239
2569	297325	281128
2570	297479	281049
2571	297606	280944
2572	297744	280849
2573	297949	280818
2574	298077	280713
2575	298197	280601
2576	298329	280501
2577	298494	280431
2578	298600	280307
2579	298745	280219
2580	298890	280130
2581	299010	280018
2582	299169	279943
2583	299299	279840
2584	299509	279812
2585	299629	279700
2586	299754	279592
2587	299863	279471
2588	299998	279372
2589	300125	279267
2590	300240	279151
2591	300378	279054
2592	300504	278949
2593	300680	278888
2594	300816	278791
2595	300927	278671
2596	301068	278578
2597	301198	278475
2598	301328	278372
2599	301475	278285
2600	301646	278220
2601	301765	278106
2602	301899	278007
2603	302083	277953
2604	302222	277859
2605	302385	277785
2606	302555	277719
2607	302701	277631
2608	302824	277521
2609	302958	277421
2610	303086	277316
2611	303232	277227
2612	303378	277139
2613	303493	277022
2614	303621	276916
2615	303759	276820
2616	303868	276698
2617	303972	276571
2618	304126	276489
2619	304255	276384
2620	304384	276280
2621	304513	276175
2622	304631	276061
2623	304755	275952
2624	304889	275852
2625	305047	275774
2626	305176	275669
2627	305291	275552
2628	305413	275441
2629	305548	275342
2630	305666	275227
2631	305833	275156
2632	305944	275036
2633	306171	275019
2634	306307	274920
2635	306468	274845
2636	306593	274736
2637	306726	274635
2638	306853	274528
2639	306988	274429
2640	307109	274316
2641	307226	274201
2642	307390	274127
2643	307535	274037
2644	307669	273936
2645	307803	273835
2646	307949	273746
2647	308059	273623
2648	308168	273500
2649	308276	273377
2650	308390	273258
2651	308536	273168
2652	308669	273067
2653	308807	272969
2654	309029	272947
2655	309183	272863
2656	309310	272756
2657	309453	272663
2658	309593	272568
2659	309717	272458
2660	309851	272356
2661	309976	272248
2662	310113	272149
2663	310231	272034
2664	310372	271939
2665	310529	271858
2666	310658	271753
2667	310801	271660
2668	310957	271578
2669	311116	271498
2670	311242	271390
2671	311367	271281
2672	311495	271174
2673	311626	271070
2674	311766	270974
2675	311899	270872
2676	312039	270776
2677	312195	270693
2678	312312	270577
2679	312492	270515
2680	312649	270433
2681	312768	270319
2682	312883	270202
2683	313004	270088
2684	313101	269955
2685	313697	270251
2686	313805	270127
2687	313897	269989
2688	313994	269855
2689	314112	269740
2690	314243	269634
2691	314409	269560
2692	314532	269449
2693	314691	269368
2694	314821	269262
2695	314942	269149
2696	315127	269090
2697	315240	268970
2698	315468	268949
2699	315615	268857
2700	315782	268783
2701	315941	268702
2702	316374	268854
2703	316561	268796
2704	316685	268685
2705	316892	268644
2706	317059	268569
2707	317195	268468
2708	317421	268443
2709	317606	268383
2710	317774	268308
2711	318047	268322
2712	318350	268362
2713	318550	268314
2714	318735	268254
2715	318962	268229
2716	319169	268187
2717	319312	268091
2718	319499	268031
2719	319645	267938
2720	319773	267829
2721	319962	267771
2722	320160	267721
2723	320290	267613
2724	320408	267496
2725	320541	267392
2726	320664	267278
2727	320812	267187
2728	320937	267075
2729	321166	267050
2730	321283	266932
2731	321429	266838
2732	321539	266713
2733	321672	266608
2734	321793	266494
2735	321928	266391
2736	322094	266313
2737	322232	266212
2738	322389	266127
2739	322541	266038
2740	322681	265938
2741	322820	265838
2742	322946	265727
2743	323079	265622
2744	323253	265550
2745	323411	265466
2746	323546	265362
2747	323671	265250
2748	323800	265141
2749	323937	265040
2750	324127	264980
2751	324276	264888
2752	324406	264780
2753	324523	264661
2754	324671	264569
2755	324791	264452
2756	324954	264371
2757	325096	264273
2758	325258	264191
2759	325366	264065
2760	325498	263958
2761	325643	263863
2762	325771	263753
2763	325913	263654
2764	326046	263548
2765	326166	263432
2766	326337	263357
2767	326484	263263
2768	326615	263156
2769	326729	263034
2770	326882	262945
2771	327001	262828
2772	327139	262725
2773	327321	262659
2774	327459	262557
2775	327596	262454
2776	327748	262364
2777	327908	262279
2778	328026	262161
2779	328181	262072
2780	328291	261948
2781	328562	261952
2782	328677	261831
2783	328781	261702
2784	328933	261611
2785	329077	261513
2786	329216	261412
2787	329337	261296
2788	329489	261205
2789	329606	261085
2790	329754	260991
2791	329895	260891
2792	329995	260759
2793	330102	260632
2794	330258	260543
2795	330388	260435
2796	330584	260378
2797	330726	260278
2798	330873	260183
2799	331009	260079
2800	331146	259975
2801	331287	259875
2802	331439	259782
2803	331601	259699
2804	331697	259563
2805	331840	259464
2806	331985	259367
2807	332110	259254
2808	332230	259137
2809	332352	259021
2810	332484	258914
2811	332633	258820
2812	332775	258719
2813	332921	258623
2814	333082	258538
2815	333223	258437
2816	333417	258377
2817	333553	258273
2818	333743	258209
2819	333901	258122
2820	334061	258035
2821	334219	257948
2822	334359	257846
2823	334466	257719
2824	334645	257647
2825	335146	257823
2826	335261	257702
2827	335359	257567
2828	335468	257441
2829	335593	257328
2830	335722	257217
2831	335876	257125
2832	335997	257009
2833	336164	256927
2834	336366	256872
2835	336495	256761
2836	336602	256634
2837	336746	256535
2838	336910	256450
2839	337029	256332
2840	337179	256237
2841	337343	256153
2842	337457	256030
2843	337605	255934
2844	337725	255816
2845	337881	255725
2846	338010	255615
2847	338147	255510
2848	338295	255413
2849	338407	255289
2850	338531	255174
2851	338653	255058
2852	338799	254960
2853	338933	254852
2854	339052	254734
2855	339181	254623
2856	339408	254586
2857	339528	254468
2858	339657	254357
2859	339802	254258
2860	339944	254156
2861	340070	254043
2862	340198	253930
2863	340370	253851
2864	340488	253732
2865	340613	253618
2866	340767	253525
2867	340892	253410
2868	341038	253312
2869	341163	253198
2870	341300	253092
2871	341490	253026
2872	341644	252933
2873	341769	252819
2874	341907	252714
2875	342045	252609
2876	342173	252497
2877	342312	252393
2878	342456	252292
2879	342590	252184
2880	342722	252075
2881	342855	251966
2882	342971	251845
2883	343108	251740
2884	343221	251616
2885	343355	251508
2886	343509	251415
2887	343708	251354
2888	343855	251256
2889	343983	251143
2890	344155	251062
2891	344273	250943
2892	344392	250824
2893	344532	250720
2894	344693	250631
2895	344824	250521
2896	344955	250411
2897	345085	250300
2898	345262	250223
2899	345378	250101
2900	345485	249974
2901	345667	249899
2902	345805	249794
2903	345940	249687
2904	346063	249571
2905	346220	249479
2906	346401	249404
2907	346560	249313
2908	346751	249246
2909	346894	249144
2910	347025	249033
2911	347321	249041
2912	347451	248929
2913	347693	248897
2914	348053	248950
2915	348289	248914
2916	348549	248895
2917	348806	248874
2918	349063	248853
2919	349251	248782
2920	349452	248720
2921	349621	248635
2922	349741	248516
2923	349973	248476
2924	350192	248427
2925	350335	248323
2926	350517	248248
2927	350699	248172
2928	350840	248067
2929	350989	247968
2930	351291	247977
2931	351449	247884
2932	351594	247782
2933	351739	247679
2934	351875	247571
2935	351981	247441
2936	352194	247387
2937	352322	247273
2938	352475	247176
2939	352641	247089
2940	352762	246969
2941	352912	246870
2942	353029	246748
2943	353560	246915
2944	353658	246780
2945	353787	246666
2946	354075	246663
2947	354277	246599
2948	354395	246478
2949	354561	246389
2950	354783	246340
2951	354959	246258
2952	355090	246146
2953	355239	246046
2954	355345	245915
2955	355463	245794
2956	355673	245735
2957	355856	245658
2958	356006	245558
2959	356125	245437
2960	356269	245334
2961	356450	245255
2962	356610	245161
2963	356857	245128
2964	357002	245025
2965	357139	244916
2966	357273	244805
2967	357497	244755
2968	357631	244644
2969	357743	244518
2970	357938	244448
2971	358069	244335
2972	358203	244224
2973	358342	244116
2974	358445	243983
2975	358657	243925
2976	358799	243819
2977	359112	243830
2978	359288	243747
2979	359430	243640
2980	359618	243566
2981	359802	243488
2982	360062	243461
2983	360216	243363
2984	360359	243258
2985	360516	243161
2986	360706	243087
2987	360855	242985
2988	361059	242920
2989	361234	242836
2990	361376	242730
2991	361525	242628
2992	361679	242529
2993	361895	242472
2994	362030	242361
2995	362308	242345
2996	362495	242268
2997	362728	242222
2998	363016	242212
2999	363230	242153
3000	363377	242049
3001	363536	241953
3002	363706	241865
3003	363867	241771
3004	364007	241661
3005	364149	241555
3006	364364	241496
3007	364496	241382
3008	364621	241263
3009	364759	241153
3010	365009	241117
3011	365146	241006
3012	365336	240930
3013	365480	240824
3014	365629	240721
3015	365755	240602
3016	365931	240517
3017	366096	240425
3018	366269	240338
3019	366470	240269
3020	366597	240150
3021	366732	240038
3022	366866	239925
3023	366984	239801
3024	367126	239694
3025	367258	239579
3026	367391	239466
3027	367540	239362
3028	367673	239248
3029	367801	239131
3030	367943	239023
3031	368069	238905
3032	368173	238772
3033	368284	238644
3034	368394	238515
3035	368552	238418
3036	368677	238299
3037	368812	238186
3038	368931	238063
3039	369051	237941
3040	369157	237809
3041	369293	237698
3042	369392	237561
3043	369512	237440
3044	369668	237340
3045	369822	237240
3046	369956	237126
3047	370100	237019
3048	370225	236900
3049	370373	236796
3050	370612	236749
3051	370824	236685
3052	371206	236731
3053	371363	236631
3054	371524	236535
3055	371668	236427
3056	372186	236557
3057	372323	236446
3058	372430	236314
3059	372549	236191
3060	372671	236070
3061	372803	235954
3062	372937	235840
3063	373067	235723
3064	373279	235659
3065	373411	235544
3066	373540	235426
3067	373693	235324
3068	373847	235223
3069	373990	235114
3070	374147	235015
3071	374312	234920
3072	374457	234812
3073	374612	234711
3074	374754	234602
3075	374857	234468
3076	375038	234383
3077	375176	234271
3078	375372	234196
3079	375496	234075
3080	375627	233959
3081	375760	233844
3082	375872	233716
3083	376021	233611
3084	376151	233494
3085	376282	233377
3086	376447	233282
3087	376573	233163
3088	376707	233048
3089	376885	232961
3090	377016	232845
3091	377177	232747
3092	377294	232622
3093	377458	232526
3094	377583	232405
3095	377734	232301
3096	377862	232183
3097	378002	232072
3098	378219	232008
3099	378326	231877
3100	378480	231774
3101	378629	231669
3102	378762	231553
3103	378888	231434
3104	379021	231319
3105	379137	231193
3106	379265	231074
3107	379381	230949
3108	379514	230833
3109	379693	230745
3110	379817	230625
3111	379978	230526
3112	380105	230407
3113	380225	230284
3114	380340	230157
3115	380445	230025
3116	380557	229897
3117	380711	229794
3118	380840	229676
3119	380990	229571
3120	381133	229461
3121	381329	229384
3122	381447	229259
3123	381597	229153
3124	381807	229084
3125	381945	228972
3126	382096	228866
3127	382266	228773
3128	382433	228677
3129	382600	228582
3130	382744	228473
3131	382972	228413
3132	383123	228308
3133	383252	228190
3134	383391	228078
3135	383495	227945
3136	383618	227823
3137	383752	227707
3138	383927	227616
3139	384141	227548
3140	384301	227448
3141	384472	227355
3142	384633	227255
3143	384774	227144
3144	384947	227051
3145	385073	226931
3146	385190	226805
3147	385339	226699
3148	385481	226588
3149	385610	226469
3150	385762	226364
3151	385892	226246
3152	386083	226164
3153	386219	226049
3154	386358	225936
3155	386499	225825
3156	386623	225703
3157	386739	225577
3158	386873	225462
3159	387064	225379
3160	387174	225249
3161	387313	225136
3162	387431	225011
3163	387553	224888
3164	387706	224783
3165	387851	224674
3166	387983	224557
3167	388193	224485
3168	388313	224361
3169	388441	224242
3170	388561	224118
3171	388673	223989
3172	388813	223877
3173	388944	223759
3174	389055	223630
3175	389218	223531
3176	389339	223407
3177	389461	223284
3178	389589	223165
3179	389769	223075
3180	389908	222962
3181	390064	222858
3182	390204	222746
3183	390692	222832
3184	390804	222703
3185	390951	222594
3186	391068	222468
3187	391176	222337
3188	391297	222214
3189	391463	222115
3190	391712	222064
3191	391910	221984
3192	392050	221871
3193	392202	221765
3194	392359	221661
3195	392503	221550
3196	392628	221429
3197	392775	221319
3198	393022	221267
3199	393168	221157
3200	393332	221057
3201	393487	220952
3202	393655	220855
3203	393797	220743
3204	394168	220759
3205	394289	220635
3206	394431	220522
3207	394564	220405
3208	394711	220295
3209	394881	220198
3210	395064	220109
3211	395229	220009
3212	395391	219907
3213	395519	219787
3214	395672	219681
3215	395828	219576
3216	396021	219492
3217	396155	219374
3218	396283	219254
