iter	Logloss
199	0.1753275193
200	0.1752161583
201	0.1750531815
202	0.1749982453
203	0.1748876438
204	0.1748688689
205	0.1747496541
206	0.1746449254
207	0.1745193707
208	0.1744021923
209	0.1743024669
210	0.1741814404
211	0.1740400156
212	0.1740050482
213	0.1739382856
214	0.1739382637
215	0.1738468824
216	0.1738086305
217	0.1737279496
218	0.17363094
219	0.1735779477
220	0.173451562
221	0.1733895242
222	0.1733403835
223	0.1733083052
224	0.1732408585
225	0.1731558289
226	0.1730788978
227	0.1729176438
228	0.1728510248
229	0.1727591641
230	0.1726778804
231	0.1725433554
232	0.1725311521
233	0.1724303991
234	0.1723545508
235	0.172293146
236	0.1722164481
237	0.1721296199
238	0.1720905689
239	0.1720310646
240	0.1719851986
241	0.1719794469
242	0.1719176971
243	0.1719106251
244	0.1718571516
245	0.1717991176
246	0.1716932223
247	0.1716354614
248	0.1715622225
249	0.1714738034
250	0.1713676615
251	0.1712849573
252	0.1712056311
253	0.1711659145
254	0.1711449165
255	0.1710714428
256	0.1710179449
257	0.1710035403
258	0.1709777993
259	0.170933741
260	0.1708699216
261	0.1708040292
262	0.1707519779
263	0.170709323
264	0.1707072346
265	0.1706306522
266	0.1705925455
267	0.1705925455
268	0.1705152859
269	0.1704298494
270	0.1703741503
271	0.1702726358
272	0.1702726357
273	0.1702124153
274	0.1701236867
275	0.1700606548
276	0.169994537
277	0.1699174126
278	0.1698883172
279	0.169814637
280	0.1697706502
281	0.1697706493
282	0.1697390375
283	0.1697344636
284	0.1696602156
285	0.1695889051
286	0.1695251117
287	0.1694440687
288	0.1693934348
289	0.1693378239
290	0.1693345357
291	0.1693013019
292	0.1692982757
293	0.1692982754
294	0.169267958
295	0.1691814333
296	0.1691360235
297	0.1691360214
298	0.1691254865
299	0.1691144741
300	0.1691056428
301	0.1690579412
302	0.1689850474
303	0.1689354618
304	0.1689277682
305	0.1688680885
306	0.1687883953
307	0.1687826051
308	0.1686896032
309	0.1686495017
310	0.1686188153
311	0.1685745264
312	0.1684943688
313	0.1684113699
314	0.1683568585
315	0.1683230524
316	0.1683190766
317	0.1682985903
318	0.168256551
319	0.1682351542
320	0.1681744459
321	0.1681019791
322	0.1680649646
323	0.1680098883
324	0.1679564336
325	0.1678787409
326	0.1678780563
327	0.1678308592
328	0.1677679092
329	0.1677283973
330	0.1676441535
331	0.1675973719
332	0.1675583905
333	0.1674846584
334	0.1674742341
335	0.1674243888
336	0.1674079236
337	0.1673899278
338	0.1673564587
339	0.1673312211
340	0.1672862113
341	0.16725975
342	0.1671859856
343	0.1671859851
344	0.1671549804
345	0.1670934534
346	0.1670441014
347	0.1669825288
348	0.1669612426
349	0.166895748
350	0.166886982
351	0.1668862263
352	0.1668380312
353	0.1668186988
354	0.1668185885
355	0.1667874779
356	0.1667646988
357	0.1667230734
358	0.1666729525
359	0.1666306294
360	0.166550799
361	0.1665304666
362	0.1665228862
363	0.166471413
364	0.1664258152
365	0.1664258139
366	0.1664047417
367	0.1663771083
368	0.1663113738
369	0.1662768543
370	0.1662657242
371	0.1662353441
372	0.1661990342
373	0.1661990332
374	0.1661690214
375	0.1661083176
376	0.166080882
377	0.1660439368
378	0.1660137651
379	0.1659809721
380	0.1659449533
381	0.1658750116
382	0.1658744489
383	0.1658701516
384	0.1658386029
385	0.1657954398
386	0.1657758713
387	0.1657751424
388	0.1657184059
389	0.1656568936
390	0.1656338808
391	0.1655749305
392	0.1655318884
393	0.1655318835
394	0.1655062021
395	0.1654764354
396	0.1654525339
397	0.1654194601
398	0.165416399
399	0.165416019
400	0.1653636939
401	0.165337028
402	0.1653208698
403	0.165320268
404	0.1652980769
405	0.1652813835
406	0.1652569122
407	0.1651731414
408	0.1651541595
409	0.1651531511
410	0.1651298266
411	0.165094826
412	0.165081158
413	0.1650256573
414	0.1650062532
415	0.1650050677
416	0.1649637955
417	0.1649378303
418	0.1649222296
419	0.1649043225
420	0.1649043193
421	0.1648429469
422	0.1648070426
423	0.1647744743
424	0.1647300107
425	0.164663459
426	0.1646226152
427	0.164594369
428	0.1645769662
429	0.1645652525
430	0.1645456482
431	0.1645456443
432	0.1645071567
433	0.1644524222
434	0.1644246377
435	0.1644167261
436	0.1644167255
437	0.1644167255
438	0.1643776414
439	0.1643497741
440	0.164328617
441	0.16428957
442	0.1642652966
443	0.1642327432
444	0.1641826946
445	0.1641275016
446	0.1641070986
447	0.1640750225
448	0.1640232476
449	0.1640231555
450	0.163952727
451	0.1639206986
452	0.1638930545
453	0.163834309
454	0.1637989858
455	0.1637668524
456	0.163750175
457	0.1637062022
458	0.1636913265
459	0.1636697241
460	0.1636176686
461	0.1635795614
462	0.1635372394
463	0.163506098
464	0.1635053751
465	0.1634712171
466	0.1634705312
467	0.1634177165
468	0.1634177163
469	0.1633905215
470	0.1633620905
471	0.1633399827
472	0.1632750992
473	0.1632468501
474	0.1632170354
475	0.1631901107
476	0.1631540054
477	0.1631368824
478	0.1631356568
479	0.1631311245
480	0.1630868144
481	0.163086397
482	0.1630537844
483	0.16303395
484	0.1630062136
485	0.1629685036
486	0.1629406242
487	0.1628932403
488	0.1628669534
489	0.162866951
490	0.1628346551
491	0.1628175533
492	0.1627373251
493	0.1627290864
494	0.1626682357
495	0.1626127695
496	0.1625771218
497	0.1625479989
498	0.1624908099
499	0.1624455257
500	0.1624269303
501	0.16240373
502	0.162376132
503	0.1623761285
504	0.1623605902
505	0.1623268614
506	0.1622903459
507	0.1622149912
508	0.162181903
509	0.1621342299
510	0.1621199552
511	0.1620631655
512	0.1620375377
513	0.1620355544
514	0.1620312458
515	0.161966452
516	0.161966452
517	0.1619204654
518	0.1618259015
519	0.1617840535
520	0.161747967
521	0.1617438341
522	0.1617435375
523	0.161743536
524	0.1616717487
525	0.161591943
526	0.1615198135
527	0.1614789063
528	0.1614789062
529	0.1614629734
530	0.1614275304
531	0.1614103098
532	0.161377539
533	0.1613703624
534	0.1613229593
535	0.1613042433
536	0.1612541604
537	0.1611930108
538	0.161122271
539	0.1610857149
540	0.1610558562
541	0.1610144272
542	0.1609931039
543	0.160948646
544	0.1609088241
545	0.1608640157
546	0.1608238349
547	0.1607631702
548	0.160729375
549	0.1606997897
550	0.1606950379
551	0.1606642807
552	0.1606211022
553	0.1605584114
554	0.1605139316
555	0.1604943479
556	0.160446585
557	0.1604146904
558	0.1603830112
559	0.1603488015
560	0.1602761331
561	0.1602504415
562	0.1602075359
563	0.1601921039
564	0.1601665486
565	0.1601179308
566	0.1601179275
567	0.160084223
568	0.1600300191
569	0.1599628977
570	0.1599380966
571	0.1598956282
572	0.1598506872
573	0.1597824762
574	0.1597168261
575	0.1596760347
576	0.1596120582
577	0.1595906439
578	0.1595497314
579	0.1595302823
580	0.1594720043
581	0.1594460508
582	0.1594225476
583	0.1594127319
584	0.1593521287
585	0.1593032321
586	0.159280177
587	0.1592437692
588	0.1591899268
589	0.1591618622
590	0.1591247817
591	0.159077519
592	0.159011617
593	0.1589633853
594	0.1589283943
595	0.1588771235
596	0.1588236864
597	0.1587662035
598	0.1587137048
599	0.1586884039
600	0.1586583526
601	0.1586327108
602	0.1585950536
603	0.1585734273
604	0.1585292324
605	0.158492298
606	0.1584136146
607	0.1583589994
608	0.1582906009
609	0.1582409377
610	0.1582199576
611	0.1581782032
612	0.1580508659
613	0.1580175777
614	0.1579366757
615	0.1578881264
616	0.1578599544
617	0.1578151275
618	0.1577833826
619	0.1577526778
620	0.1577208266
621	0.1576906616
622	0.1576336629
623	0.1576064235
624	0.1575730246
625	0.1574967983
626	0.1574591966
627	0.1573992889
628	0.157351594
629	0.1573244524
630	0.1572858797
631	0.157243143
632	0.1571954074
633	0.1571663221
634	0.1571118581
635	0.1570599828
636	0.1570258002
637	0.1570014186
638	0.1569405228
639	0.1569225137
640	0.1568410799
641	0.1568119435
642	0.1567498157
643	0.156695979
644	0.1566435723
645	0.1566111063
646	0.1565542199
647	0.1565524045
648	0.1564708201
649	0.1564295567
650	0.156392948
651	0.1563611264
652	0.1562528636
653	0.1562079988
654	0.1561252334
655	0.1561028482
656	0.1560650664
657	0.1560161112
658	0.1559709397
659	0.1558993204
660	0.1558690278
661	0.1558131705
662	0.1557975263
663	0.1557540778
664	0.1556977789
665	0.1556557789
666	0.1556169454
667	0.1555881215
668	0.155554915
669	0.1555165868
670	0.1554532873
671	0.1554279924
672	0.1553383862
673	0.1552477426
674	0.1552196605
675	0.1551708643
676	0.1550708806
677	0.1550414553
678	0.1549975783
679	0.1549648241
680	0.1549110032
681	0.1548592987
682	0.1547749452
683	0.1547308692
684	0.1547048225
685	0.1546711997
686	0.1546215863
687	0.1545743362
688	0.1545376586
689	0.1544814661
690	0.1544585854
691	0.1544316589
692	0.1543869732
693	0.1543361545
694	0.1542958271
695	0.154244467
696	0.1541968464
697	0.1541268615
698	0.1540688054
699	0.1540380023
700	0.1539623375
701	0.153889769
702	0.1538465351
703	0.1537948759
704	0.1537689905
705	0.1537284264
706	0.1537028709
707	0.1536726309
708	0.1536196995
709	0.1535413053
710	0.1534720251
711	0.1533836828
712	0.1533254123
713	0.1532797679
714	0.1532266547
715	0.1531980502
716	0.1530903548
717	0.1530392597
718	0.1529791697
719	0.152953858
720	0.1529084619
721	0.1528331707
722	0.1527808915
723	0.1527606061
724	0.1526945846
725	0.1526760997
726	0.1526038352
727	0.1525612724
728	0.1525297675
729	0.1524704607
730	0.1524241933
731	0.1523923964
732	0.1523422551
733	0.1522734377
734	0.1522269392
735	0.1522010275
736	0.1521556648
737	0.1521287882
738	0.1521070141
739	0.1520865078
740	0.1520502279
741	0.1520154197
742	0.1520101953
743	0.1519653306
744	0.1519382013
745	0.1518880616
746	0.1518522975
747	0.1517551791
748	0.1517348068
749	0.1516987172
750	0.151627086
751	0.1515680914
752	0.1515368808
753	0.151485636
754	0.1514606717
755	0.1514207971
756	0.1513958308
757	0.1513555113
758	0.1513260483
759	0.1512978228
760	0.1512493958
761	0.1512219948
762	0.1511754213
763	0.1511305177
764	0.1510821246
765	0.1510194647
766	0.1509966877
767	0.1509552298
768	0.150904219
769	0.150884158
770	0.1508573936
771	0.1507633467
772	0.1507156946
773	0.1506906724
774	0.1506397971
775	0.1506069197
776	0.1505833946
777	0.1505298412
778	0.1504806861
779	0.1503880299
780	0.1503746167
781	0.1503309878
782	0.1502650546
783	0.1502548114
784	0.1501833548
785	0.1501624357
786	0.1501171131
787	0.1501021269
788	0.150051483
789	0.1500068312
790	0.1499822055
791	0.1499796612
792	0.1499662144
793	0.1499364421
794	0.1499111208
795	0.149891557
796	0.1498594392
797	0.1498351956
798	0.1498065784
799	0.1497639131
800	0.1497470721
801	0.1496908804
802	0.1496695128
803	0.1496387949
804	0.1496110073
805	0.1495870066
806	0.1495208808
807	0.1494804937
808	0.1494389108
809	0.1493863275
810	0.1493480428
811	0.1493270036
812	0.1493246911
813	0.14925585
814	0.1492342083
815	0.1491882892
816	0.149162308
817	0.1490891689
818	0.149087474
819	0.1490339721
820	0.1489860037
821	0.1489691159
822	0.1489337062
823	0.1489076237
824	0.1488765611
825	0.1488507779
826	0.1488039777
827	0.1487885789
828	0.1487530467
829	0.1487469392
830	0.1487277881
831	0.1486934061
832	0.1486550188
833	0.1486310819
834	0.148607546
835	0.1485843115
836	0.1485718039
837	0.1485470224
838	0.1485339861
839	0.148520702
840	0.1484645848
841	0.1484180344
842	0.1483931978
843	0.1483822609
844	0.1483507507
845	0.1483371663
846	0.1483012654
847	0.1482732211
848	0.1482515839
849	0.1482216769
850	0.1481682641
851	0.148150105
852	0.1481216832
853	0.1481009176
854	0.1480868462
855	0.1480658394
856	0.1480422732
857	0.1480201176
858	0.1479847581
859	0.1479655509
860	0.1479478014
861	0.1479287141
862	0.1478754559
863	0.1478428011
864	0.1478238564
865	0.147782796
866	0.147756588
867	0.1477477501
868	0.1477055496
869	0.1476602404
870	0.1476093566
871	0.1475787671
872	0.1475513731
873	0.1475226026
874	0.1475067207
875	0.1474568484
876	0.1473832681
877	0.1473297609
878	0.1473205106
879	0.1472664135
880	0.1472303349
881	0.1472114929
882	0.1471976228
883	0.1471746937
884	0.1471594473
885	0.1471216435
886	0.1470884731
887	0.1470535457
888	0.1470259376
889	0.147008593
890	0.1469912557
891	0.146958323
892	0.146940349
893	0.146913438
894	0.1468984676
895	0.1468761672
896	0.1468300406
897	0.1467861541
898	0.1467772952
899	0.1467461216
900	0.1467242793
901	0.1466861531
902	0.1466549228
903	0.146647428
904	0.1466393039
905	0.1466126273
906	0.1465917033
907	0.1465741701
908	0.146521092
909	0.1464933226
910	0.1464859315
911	0.1464651008
912	0.1464377933
913	0.1464263602
914	0.146409852
915	0.1463706938
916	0.1463372011
917	0.1462782058
918	0.1462355124
919	0.1462001806
920	0.1461418915
921	0.1461112687
922	0.1460847977
923	0.146064862
924	0.1460377724
925	0.1460162405
926	0.1459923129
927	0.145969471
928	0.1459602744
929	0.1459219114
930	0.145868665
931	0.1458438105
932	0.1458160662
933	0.1457647362
934	0.1457274476
935	0.1456871049
936	0.1456592881
937	0.1456499228
938	0.145637946
939	0.1456103103
940	0.1455531697
941	0.1455405026
942	0.145500649
943	0.1454800884
944	0.145471651
945	0.1454562082
946	0.1454064834
947	0.1453788371
948	0.1453391595
949	0.1453185124
950	0.1452898658
951	0.1452585788
952	0.1452453945
953	0.1452301864
954	0.1452053426
955	0.1451835393
956	0.1451635623
957	0.1451361593
958	0.1451093525
959	0.1450732153
960	0.1450551759
961	0.1450072862
962	0.1449831726
963	0.1449609522
964	0.144946978
965	0.1449297299
966	0.1449075076
967	0.1448685579
968	0.1448303877
969	0.1447725492
970	0.144758493
971	0.1447333713
972	0.1447033443
973	0.1446871598
974	0.1446456805
975	0.1446254001
976	0.1445731021
977	0.1445263987
978	0.1445022518
979	0.144464613
980	0.1444575383
981	0.1444189114
982	0.1443877675
983	0.1443636484
984	0.144338553
985	0.1443052233
986	0.1442910126
987	0.1442653054
988	0.1442453562
989	0.1442287686
990	0.1441980532
991	0.1441797508
992	0.1441544275
993	0.1441393304
994	0.1441180994
995	0.1441107218
996	0.144094806
997	0.1440830804
998	0.1440409617
999	0.1440005218
1000	0.1439839395
1001	0.1439429197
1002	0.1438994513
1003	0.1438662061
1004	0.1438435769
1005	0.1438160684
1006	0.1437929113
1007	0.1437553984
1008	0.1437375073
1009	0.143685494
1010	0.143652287
1011	0.1436250095
1012	0.1435861732
1013	0.1435668632
1014	0.143560741
1015	0.1435294667
1016	0.1435225805
1017	0.1434845307
1018	0.1434712989
1019	0.1434508603
1020	0.1434305301
1021	0.1434086727
1022	0.1433741873
1023	0.143357705
1024	0.1433301972
1025	0.1432897997
1026	0.1432541152
1027	0.1432459986
1028	0.1432245124
1029	0.1431835132
1030	0.1431761077
1031	0.1431389094
1032	0.1431233171
1033	0.1430929988
1034	0.1430603166
1035	0.1430440761
1036	0.1429929329
1037	0.142944819
1038	0.1429135911
1039	0.1429027831
1040	0.142877842
1041	0.1428607445
1042	0.1428439431
1043	0.1428072031
1044	0.1427805724
1045	0.1427617397
1046	0.1427529318
1047	0.1427411916
1048	0.1427150424
1049	0.1427050119
1050	0.142686518
1051	0.142667517
1052	0.1426282931
1053	0.142617448
1054	0.1426049679
1055	0.1425896633
1056	0.142559685
1057	0.1425474891
1058	0.1425384127
1059	0.1424794291
1060	0.1424603592
1061	0.1424442211
1062	0.1423975972
1063	0.1423786271
1064	0.1423622272
1065	0.1423344779
1066	0.1423296743
1067	0.1423221425
1068	0.1423122409
1069	0.1423028379
1070	0.142252806
1071	0.1421980916
1072	0.1421732918
1073	0.1421393937
1074	0.1421112366
1075	0.1420790726
1076	0.1420630153
1077	0.1420388378
1078	0.142021344
1079	0.1420041073
1080	0.1419804019
1081	0.1419612076
1082	0.1419445567
1083	0.1419127556
1084	0.1418731217
1085	0.1418590163
1086	0.1418269148
1087	0.1418000242
1088	0.1417782712
1089	0.1417587557
1090	0.1417357438
1091	0.1417068937
1092	0.1416780984
1093	0.141660134
1094	0.1416389541
1095	0.1416303871
1096	0.1416177534
1097	0.1416012901
1098	0.1415673604
1099	0.1415022614
1100	0.1414855492
1101	0.1414584023
1102	0.1414398541
1103	0.1414075022
1104	0.1413907226
1105	0.1413642029
1106	0.1413516221
1107	0.1413460767
1108	0.1413092896
1109	0.141288403
1110	0.1412722387
1111	0.141249802
1112	0.1412207664
1113	0.1412024844
1114	0.1411733404
1115	0.141165867
1116	0.1411632834
1117	0.1411538218
1118	0.1411350643
1119	0.1411015029
1120	0.1410789222
1121	0.1410621378
1122	0.1410482397
1123	0.1410412725
1124	0.1410227063
1125	0.1409791264
1126	0.1409748206
1127	0.1409499416
1128	0.1409478713
1129	0.1409351487
1130	0.1409141406
1131	0.140899877
1132	0.1408694278
1133	0.1408525575
1134	0.1408350306
1135	0.1408025989
1136	0.1407564249
1137	0.1407392373
1138	0.1407070197
1139	0.1407048947
1140	0.1406672002
1141	0.1406633181
1142	0.1406479018
1143	0.1406186596
1144	0.1405885836
1145	0.1405730418
1146	0.1405492557
1147	0.1405425131
1148	0.1405274483
1149	0.1404979477
1150	0.1404609301
1151	0.140445852
1152	0.1404090274
1153	0.1403645393
1154	0.1403318208
1155	0.140312368
1156	0.1402787978
1157	0.1402730229
1158	0.1402466312
1159	0.1402124621
1160	0.1401848429
1161	0.1401743633
1162	0.1401686606
1163	0.1401325233
1164	0.1401223318
1165	0.1400979149
1166	0.1400673291
1167	0.1400404754
1168	0.1400153673
1169	0.1399972816
1170	0.1399622428
1171	0.1399320717
1172	0.1399159033
1173	0.1399042044
1174	0.1398567985
1175	0.1398310498
1176	0.1397947271
1177	0.139779006
1178	0.1397536151
1179	0.1397293555
1180	0.1397174809
1181	0.1396957065
1182	0.1396697271
1183	0.139657604
1184	0.1396319075
1185	0.1396134737
1186	0.1396090933
1187	0.1395835038
1188	0.139569516
1189	0.1395493244
1190	0.1395322503
1191	0.1395130866
1192	0.1394899927
1193	0.1394699651
1194	0.1394493775
1195	0.1394277257
1196	0.1394049209
1197	0.1393916452
1198	0.1393553236
1199	0.1393130627
1200	0.1393012354
1201	0.1392885586
1202	0.1392641548
1203	0.1392382254
1204	0.1392303643
1205	0.1392000302
1206	0.1391933113
1207	0.1391727127
1208	0.1391499464
1209	0.1391355942
1210	0.1391103565
1211	0.13908517
1212	0.1390642718
1213	0.1390359485
1214	0.1390154975
1215	0.1390031566
1216	0.13898472
1217	0.1389531525
1218	0.1389128265
1219	0.1388977842
1220	0.1388706774
1221	0.1388679264
1222	0.1388156012
1223	0.1387937272
1224	0.1387729525
1225	0.1387583629
1226	0.1387508476
1227	0.1387403748
1228	0.1386927651
1229	0.1386751722
1230	0.1386487058
1231	0.1386437479
1232	0.1386336142
1233	0.1386109005
1234	0.138597127
1235	0.1385820178
1236	0.1385661141
1237	0.1385333426
1238	0.1384915224
1239	0.1384774849
1240	0.1384516224
1241	0.1384287047
1242	0.1384122639
1243	0.1384067794
1244	0.1383836826
1245	0.1383539356
1246	0.1383447485
1247	0.1383166824
1248	0.1383075483
1249	0.1382619408
1250	0.1382537078
1251	0.1382432325
1252	0.1382263802
1253	0.1381983597
1254	0.1381791116
1255	0.1381551888
1256	0.1381379798
1257	0.1381187934
1258	0.1380948348
1259	0.1380808628
1260	0.1380564197
1261	0.1380399479
1262	0.1380117388
1263	0.1380014819
1264	0.1379849283
1265	0.1379641487
1266	0.1379518071
1267	0.1379389496
1268	0.1379187136
1269	0.137910573
1270	0.1378962731
1271	0.1378525804
1272	0.1378496555
1273	0.1378199914
1274	0.1378121522
1275	0.1378012773
1276	0.1377823438
1277	0.1377316551
1278	0.1377223385
1279	0.1376828779
1280	0.1376434455
1281	0.1376189772
1282	0.1376169645
1283	0.1375967982
1284	0.1375800067
1285	0.137565717
1286	0.1375456007
1287	0.1375430665
1288	0.1375312903
1289	0.1375143843
1290	0.1375065878
1291	0.1374739607
1292	0.1374578127
1293	0.1374392856
1294	0.1374377547
1295	0.1374206718
1296	0.1374014477
1297	0.1373685305
1298	0.1373365532
1299	0.1373118735
1300	0.1372943811
1301	0.1372792791
1302	0.1372492123
1303	0.137235219
1304	0.1372136238
1305	0.1371764691
1306	0.1371674024
1307	0.1371415828
1308	0.1371277228
1309	0.1371064234
1310	0.137085488
1311	0.1370710161
1312	0.1370408675
1313	0.1370214827
1314	0.1369920257
1315	0.1369650476
1316	0.1369547387
1317	0.1369091862
1318	0.1368746271
1319	0.1368512919
1320	0.1367954884
1321	0.1367730499
1322	0.1367616962
1323	0.1367381498
1324	0.1367223083
1325	0.1366870158
1326	0.1366513784
1327	0.1366269477
1328	0.1365810708
1329	0.1365568339
1330	0.1365293278
1331	0.1364903633
1332	0.1364277202
1333	0.1364009479
1334	0.1363747203
1335	0.1363603774
1336	0.1363373417
1337	0.1363070137
1338	0.1362845244
1339	0.1362815993
1340	0.1362655581
1341	0.1362458811
1342	0.1362274904
1343	0.1362047794
1344	0.1361686144
1345	0.1361506049
1346	0.1361363268
1347	0.1361195736
1348	0.1361068568
1349	0.1360979878
1350	0.1360925491
1351	0.1360713685
1352	0.1360643659
1353	0.1360445407
1354	0.1360363865
1355	0.1360221021
1356	0.1359947308
1357	0.1359803422
1358	0.1359462675
1359	0.1359163492
1360	0.1359013917
1361	0.1358874963
1362	0.1358777463
1363	0.1358564436
1364	0.1358473949
1365	0.1358321676
1366	0.1358265642
1367	0.1358101951
1368	0.1357706939
1369	0.1357367121
1370	0.1357240926
1371	0.1357091877
1372	0.1356924616
1373	0.1356723444
1374	0.135657183
1375	0.1356425335
1376	0.1356286025
1377	0.1355814785
1378	0.1355637714
1379	0.1355502783
1380	0.1355086898
1381	0.135488814
1382	0.135458506
1383	0.13545538
1384	0.1354352883
1385	0.1354250824
1386	0.1354098282
1387	0.1353937295
1388	0.1353862914
1389	0.1353753091
1390	0.1353431439
1391	0.135320277
1392	0.135313562
1393	0.1352966515
1394	0.1352874555
1395	0.1352722329
1396	0.1352566905
1397	0.135236246
1398	0.1352099633
1399	0.1351999914
1400	0.1351727933
1401	0.1351527931
1402	0.1351291378
1403	0.1351156939
1404	0.1351073293
1405	0.135095757
1406	0.1350765491
1407	0.1350612246
1408	0.1350470576
1409	0.1350115306
1410	0.1349900341
1411	0.1349704189
1412	0.1349436622
1413	0.1349223339
1414	0.1349071587
1415	0.1348954482
1416	0.1348909974
1417	0.1348660263
1418	0.1348475239
1419	0.1348332556
1420	0.1348132524
1421	0.1347945523
1422	0.1347813778
1423	0.1347556512
1424	0.1347317132
1425	0.1347010645
1426	0.1346805692
1427	0.1346674168
1428	0.1346634999
1429	0.1346496297
1430	0.1346128395
1431	0.1345926976
1432	0.1345783176
1433	0.134567717
1434	0.1345529065
1435	0.1345287527
1436	0.1345100392
1437	0.1344907538
1438	0.1344734246
1439	0.1344681432
1440	0.1344591263
1441	0.134452951
1442	0.1344344167
1443	0.1344015586
1444	0.134392971
1445	0.1343758423
1446	0.1343651174
1447	0.134361772
1448	0.1343558349
1449	0.1343357022
1450	0.1343138132
1451	0.1342953325
1452	0.1342467236
1453	0.1342324836
1454	0.1342196316
1455	0.1341808051
1456	0.1341648364
1457	0.1341387281
1458	0.1341208119
1459	0.1340972008
1460	0.1340667721
1461	0.1340520545
1462	0.1340124046
1463	0.1339995954
1464	0.1339754273
1465	0.1339469842
1466	0.13392497
1467	0.1339073581
1468	0.1338601873
1469	0.1338140476
1470	0.1337995014
1471	0.133793144
1472	0.1337900806
1473	0.1337781647
1474	0.1337467815
1475	0.133741998
1476	0.1337351217
1477	0.1337222743
1478	0.1337007264
1479	0.1336831446
1480	0.1336767063
1481	0.1336723599
1482	0.1336660581
1483	0.1336459272
1484	0.1336106729
1485	0.1335854912
1486	0.1335637088
1487	0.1335406228
1488	0.1335152942
1489	0.1334953126
1490	0.1334636295
1491	0.1334512288
1492	0.1334250619
1493	0.1334023214
1494	0.1333802306
1495	0.1333597979
1496	0.1333122546
1497	0.1332966496
1498	0.1332766854
1499	0.133270938
1500	0.1332545864
1501	0.1332485445
1502	0.1332339859
1503	0.1332219661
1504	0.1332076113
1505	0.1331676193
1506	0.1331597545
1507	0.1331245774
1508	0.1330959195
1509	0.1330875984
1510	0.1330788056
1511	0.1330720167
1512	0.1330411406
1513	0.1330198996
